Loan ID,Customer ID,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
0b8f734e-9ca1-4214-82ab-6f85468a5b9d,71a41076-a883-487c-9daa-de78a478c76c,221650,Long Term,705,1148550,10+ years,Home Mortgage,Other,8020.66,21.4,6,6,1,30324,230978,1,0
b22d98d2-9ebf-44d7-8164-1f8ac8a0b10b,6d316715-efbd-4ed2-abe6-796efbf2f507,130680,Short Term,749,1504800,7 years,Home Mortgage,Debt Consolidation,5630.46,15.6,21,10,0,144438,521026,0,0
6a199bc0-5c97-45d8-be11-2f6f2ea9ef5f,97fbfb86-04ef-4da8-a2cb-cd93357a4aed,225368,Short Term,0,0,5 years,Rent,Debt Consolidation,14597.7,9.2,40,17,0,183350,572242,0,0
b0f3a6e6-fb91-4f94-935c-566e0402c140,60295867-b2d0-4528-919f-1a1fccfadfe2,621962,Short Term,0,0,3 years,Home Mortgage,Debt Consolidation,22494.29,8.7,NA,10,0,224200,378422,0,0
e16303f9-1acb-4242-861b-61b9d8b823a7,0faffcee-22f8-40f5-8c02-36296bbf3786,376332,Short Term,719,1692767,< 1 year,Home Mortgage,Debt Consolidation,26660.99,22,30,12,0,264955,401038,0,0
5562454e-4d78-4789-92a0-fd2960ce17ed,4c04da88-2e60-49f3-8585-a656d596815b,224554,Short Term,725,814511,9 years,Rent,Debt Consolidation,17308.43,16.8,53,10,0,193154,341968,0,0
b18c0117-e90e-4e3f-a25b-48092a88526d,e6ed735e-95d5-40ac-95fe-51a2b2f034e9,765996,Short Term,672,3780240,10+ years,Home Mortgage,Debt Consolidation,20948.83,17.7,NA,8,0,797753,1091860,0,0
5e1a3f57-9d24-4d5b-a303-bc52c04b2d29,8765e022-5d70-4189-9930-d383c82edc17,99242,Short Term,742,952375,1 year,Rent,Debt Consolidation,16269.89,15.4,NA,15,0,185554,394966,0,0
fde6569e-6c77-4a7c-b48f-4497027867a3,f6b98985-ff50-4880-b3cd-687693b376a7,69190,Short Term,693,1242790,10+ years,Home Mortgage,Debt Consolidation,17916.62,23.5,48,10,1,152551,236786,1,0
c8a3cbc5-3c6b-4e6a-ac8e-033160c8e3d3,b8a1fdb1-aa59-444f-88c7-29284b9b25cc,49940,Short Term,724,910176,10+ years,Rent,Debt Consolidation,7584.8,16.8,58,12,0,205827,285428,0,0
66e6322a-1575-4dd0-84cf-224d13b5e539,1caa11a8-2801-4939-a5c8-1d0dbfb4e7d5,538670,Short Term,729,4361355,7 years,Rent,Debt Consolidation,86500.16,13,NA,11,0,750899,1261920,0,0
71d6f151-d5d8-497d-980c-afdcbef84169,eef1bf44-4cc5-497a-bcf0-11b85da00fce,374220,Short Term,743,2068435,10+ years,Home Mortgage,Debt Consolidation,4998.71,40.5,80,6,0,157282,422554,0,0
2da91cd1-5180-4941-80d1-3cc842e5fe3e,8d7feb92-b90f-4a6d-a6e1-2d6c33fbcd7f,326876,Short Term,694,1016253,10+ years,Rent,Debt Consolidation,13456.94,25.6,NA,28,0,386916,2434806,0,0
dd7d6f8b-bad2-4003-821e-9fd1ddde368c,9d38bff3-3304-4df7-8f40-0d8661e94a77,324852,Long Term,0,0,7 years,Rent,Debt Consolidation,17800.91,13.4,NA,25,0,168777,253462,0,0
9077eff7-a8e8-495d-8aeb-448fc3c0830c,d7fe2b2e-2175-41b7-affd-7a397b940b80,563706,Long Term,728,1849954,1 year,Home Mortgage,Home Improvements,23278.61,25.5,48,11,0,571634,946924,0,0
8cbfb525-2c71-4e76-996b-dd0803fe347c,dbc7bc48-0294-45dd-ae43-592f6eb28f0e,219626,Short Term,0,0,5 years,Home Mortgage,Debt Consolidation,40477.03,15.1,NA,11,0,342760,485188,0,0
f65255c9-b9c2-4c11-9634-aeb1250788f1,389ef092-f63f-4ecd-a198-0e302b365f60,118008,Short Term,737,769196,8 years,Rent,Debt Consolidation,12114.78,21,NA,10,0,346104,699380,0,0
f7430208-cf24-4817-bc2f-ef842a024796,222d9b53-2a5f-4f1f-9074-0e673c775dbe,85888,Short Term,683,289313,3 years,Rent,Buy a Car,2873.94,9.5,NA,3,0,25840,51590,0,0
2f95770a-54a0-441c-b46d-86efed1b5585,1684a4fd-7bc5-4c75-8775-78af73961f51,472428,Long Term,719,1182275,< 1 year,Home Mortgage,Debt Consolidation,17339.97,17.1,NA,14,0,199006,687852,0,0
5dc831e0-f0db-483a-969d-89004ef503e9,5803d298-e44a-4149-9f3b-ac594f86c507,378070,Short Term,723,1480081,2 years,Home Mortgage,Debt Consolidation,13320.9,12.9,37,19,0,383990,880462,0,0
6a730cf5-af24-45ab-8cd9-343b20030de7,8608820f-1362-4e30-b9d1-8ae250ba1cf9,269720,Long Term,734,1358861,2 years,Home Mortgage,Debt Consolidation,14947.49,11.2,NA,10,0,209190,409156,0,0
147f9b11-af5a-4904-a872-619ab9193894,bb9a929f-02d6-45b4-976d-3a089fb6c452,99999999,Short Term,719,1871500,8 years,Home Mortgage,Debt Consolidation,16531.52,27.3,36,10,1,105773,184184,1,0
f21c7d6b-06fa-41f0-849d-8b6b761f305c,68e6a1a2-1cbb-4fad-aa21-b373d1f84256,280258,Long Term,677,1154326,8 years,Home Mortgage,Debt Consolidation,15487.09,23.3,NA,11,1,233130,338294,1,0
d0bfd3c0-ccc5-4835-8254-8c8258f5df63,4901c666-0a19-4b5f-97b7-500bb49bd9fb,516340,Long Term,721,1300607,9 years,Home Mortgage,Debt Consolidation,18967.13,18.5,NA,11,0,536541,787380,0,0
a9c48038-9fe9-4c32-9f2b-75a3294b7342,7b559897-175c-4581-be89-bb7b07257f12,245718,Short Term,0,0,7 years,Rent,Debt Consolidation,13491.33,20,15,7,0,126711,160886,0,0
028b1720-ae2d-4a6d-b346-d0ea53eb415d,5f7acaea-382b-4e37-bd47-1c73ba9169df,755766,Long Term,658,1864850,10+ years,Home Mortgage,Debt Consolidation,27195.65,20,42,10,0,417145,557106,0,0
5d89c94b-0dac-4d88-af72-3d53b89bcd77,fec3c919-ec06-497c-aa39-47c1a57e69a9,99999999,Short Term,741,764256,10+ years,Rent,Debt Consolidation,5846.49,19.6,NA,5,0,259977,391446,0,0
e7158358-1ca6-4aae-8399-bd17879dd315,49d875bf-2cb2-472e-9bf4-d3cfe2975131,33440,Short Term,750,942761,2 years,Rent,Debt Consolidation,9349.14,11.4,NA,11,0,8740,778602,0,0
d8abc692-df9e-4e64-b30f-ef6e4adc1e8f,2284d44b-99e8-477f-96fc-d287a4b4ed28,660462,Short Term,730,2851995,10+ years,Home Mortgage,Debt Consolidation,15234.39,36.8,NA,11,0,684912,1023308,0,0
01241d97-a534-4943-98af-a00eef372804,8cb1dcc8-4cfb-40f5-87e4-e02328859cdb,314446,Short Term,723,1803936,3 years,Rent,Debt Consolidation,2675.77,14.6,12,5,0,80503,271744,0,0
5cc3ebe6-01fb-4bf3-8da3-0435f2062e97,32f031cf-9b22-46a7-9daa-1403b4b94a29,218130,Short Term,740,626373,4 years,Home Mortgage,Buy House,6211.48,17,27,6,0,90421,132198,0,0
d4d9f277-581c-4fa6-9a90-d94788e80622,23c261f4-86a1-43f5-815f-9534451bf1d5,470096,Short Term,0,0,10+ years,Home Mortgage,Debt Consolidation,48935.45,30,NA,12,0,791388,1068012,0,0
159b3d96-1815-4430-b27f-d9a4a85ffa03,c4fe3264-41c0-4041-8aac-86d1768c4955,167618,Long Term,731,641934,2 years,Home Mortgage,Other,6520.99,9.5,NA,6,0,63916,96118,0,0
ff50b5a1-ea7b-4784-9181-81464ea86ba5,fc50211e-db84-426e-ae07-4934823bfb44,303028,Short Term,0,0,1 year,Home Mortgage,Debt Consolidation,23885.66,17.4,13,6,0,357276,425590,0,0
ccc46a74-b85e-4023-9b84-c2bde42e8b74,ff7bf991-31cb-4ca1-b090-f64d9c668af5,133606,Short Term,0,0,5 years,Rent,Debt Consolidation,22993.99,14.4,NA,10,1,136078,189398,1,0
d10c69d5-d5e2-4b79-a06e-a4bfae7170e0,e96f4406-1e77-4c10-a824-14c2f96737bf,308990,Long Term,0,0,10+ years,Home Mortgage,Home Improvements,14581.55,16.7,20,9,0,15960,318494,0,0
c9d16de4-bb45-4e12-9090-4d6fb8a22db2,5d6a14d5-6d5b-40e9-9fc0-9b4331e14453,99999999,Short Term,703,1063107,10+ years,Home Mortgage,Debt Consolidation,18692.96,23.2,38,7,1,54739,96910,1,0
37df44f3-1603-42a3-8b4c-6618c4a0c5e6,d3031367-7d8f-4645-a51d-54fbe12fd10b,784322,Short Term,686,3870680,1 year,Home Mortgage,Debt Consolidation,50963.89,16.3,72,20,0,805296,1025794,0,0
c0fbc38f-22b7-4df6-91be-b25bb072b497,f4ef5646-23fc-4037-8033-6c19a704018b,332574,Short Term,0,0,6 years,Rent,Home Improvements,7937.44,12,66,12,0,132126,1026740,0,0
bc000ae4-e9d3-4285-922e-39ef4447a577,51690533-3be5-4f51-9105-ad36c99af570,439560,Short Term,0,0,10+ years,Home Mortgage,Debt Consolidation,50149.36,14.5,44,37,0,785460,1612556,0,0
bfae79ca-38b2-43f1-b3e5-f99554c17bd9,2c18f313-4162-406e-8a36-43956afe8b0b,252890,Short Term,706,654759,< 1 year,Home Mortgage,Debt Consolidation,16259.82,15,NA,14,0,201704,339944,0,0
f8396d43-3749-4518-9114-5e0af6861d07,39b6afee-ba55-47a6-a9f4-b454dc17ed5b,99999999,Short Term,735,1025278,10+ years,Own Home,Debt Consolidation,11278.02,17.6,NA,16,0,157415,461450,0,0
046f4af2-fffa-4d5c-beef-38af88b88ea5,6021f636-a0d7-45b8-87a6-5929d6068bef,110946,Short Term,704,843182,4 years,Rent,other,11031.78,16.1,NA,14,1,104918,357302,1,0
a8a68298-2717-448a-abe8-4e2e7b47175c,7a165437-e250-4947-b6a5-373eb5b26ccd,141526,Short Term,727,564129,7 years,Own Home,Home Improvements,9778.16,5.9,NA,9,0,91941,121924,0,0
5b97daf2-0eb2-4db7-aac1-fb29c7fc856e,1d442445-b1ee-4362-9422-91a3006b5c71,511324,Short Term,743,2073546,1 year,Home Mortgage,Debt Consolidation,24709.69,20.1,37,7,1,82783,284438,0,0
d3d94193-4bdf-4810-982e-3feebff07cab,dd996f7b-79f2-4d44-a607-d3852517e61e,132484,Short Term,0,0,n/a,Own Home,Debt Consolidation,9023.48,8.4,36,4,0,13642,27896,0,0
fd1cc001-873c-4035-98ea-a1bec69b9ba9,8fac5808-0626-42ed-bf18-8b5a8a40651f,301510,Long Term,726,3452832,10+ years,Home Mortgage,Business Loan,43505.63,21.5,13,9,0,0,0,0,0
0e6990d2-645f-4193-82a7-b418649ecb85,dce045ba-e84d-4165-bab0-c872bca85349,108878,Short Term,7300,2127582,10+ years,Rent,Debt Consolidation,29076.84,15.8,82,10,0,182932,312422,0,0
857df6f4-1621-4611-a120-ac94caaf8994,53bc98ab-1d1e-4c4f-880c-0912dc001657,441408,Short Term,740,1562978,5 years,Rent,Debt Consolidation,26440.59,25.3,40,12,0,151962,429132,0,0
a6a498d5-6711-41e8-b437-32e9d920ff90,f1281c28-b51e-4393-985c-010834c48a59,519816,Long Term,0,0,4 years,Home Mortgage,Debt Consolidation,16233.22,18,NA,4,0,126578,241450,0,0
b8dea7b3-b4a5-4e61-895e-7128bf8b098d,0ca2d342-ff50-4abc-8a2c-261f32f9e4ac,129800,Long Term,6630,1401212,10+ years,Home Mortgage,Debt Consolidation,14595.8,19.4,NA,13,1,113031,521422,1,0
b8892602-1591-4837-b515-d7c38b74f0ea,5100b378-8017-4e20-afcf-e8052f8fa3b9,250008,Short Term,725,1542192,5 years,Home Mortgage,Debt Consolidation,27888.01,19.8,16,11,0,119928,156200,0,0
f28fad0c-fd51-4816-a596-41f6dfc62b2c,4352b0df-1b72-4bba-9964-4f3ab8b8fcaf,337634,Short Term,723,1519696,< 1 year,Rent,other,19756.01,11.9,NA,15,0,306337,481932,0,0
5143abff-2e95-4ab6-95e5-f8a7fba565bf,dc28e968-0167-43b4-b9a4-e7a71003248b,325886,Short Term,720,719207,3 years,Own Home,Debt Consolidation,11087.64,14.7,29,6,0,147744,244398,0,0
7b058e26-0410-4299-a7dd-9767ef952861,6cffcf78-b2fd-4711-8bf0-8a9058da3f6b,99999999,Short Term,748,1393517,10+ years,Home Mortgage,Debt Consolidation,33676.74,36,NA,12,0,440268,795300,0,0
8303d92e-f63e-42cb-8aab-65bcaed94a82,d233e8ce-f6c8-4002-8dca-4f50e0413721,356994,Long Term,0,0,< 1 year,Own Home,other,7286.5,20.6,11,8,0,123538,481646,0,0
d8bfa870-7dba-4203-83b9-472165a899fe,b55bed22-a2b7-4a36-8a5e-4a35b574b536,437580,Long Term,738,1100480,8 years,Home Mortgage,Debt Consolidation,16323.66,17.6,25,12,0,22800,455312,0,0
8daddca3-f8d1-413c-b4d6-980a6428f0ac,83675055-cd4e-45da-ae39-f9d666c2ea30,325446,Short Term,728,655823,< 1 year,Home Mortgage,Debt Consolidation,7596.77,15.1,22,6,0,264157,332112,0,0
4982c8c1-5446-4450-bd9a-a0c412915ed7,41a4ac9e-41a7-4b31-b9a7-2659b5a70a11,99999999,Short Term,742,1939900,6 years,Home Mortgage,Debt Consolidation,39606.45,15.5,NA,11,0,43130,96580,0,0
067a4b91-4e43-44fb-8d36-e8b3a3774a60,22b23da6-a733-40cd-a242-5ddcdf451a39,99999999,Short Term,713,744496,< 1 year,Rent,Debt Consolidation,15882.48,14.3,22,11,0,150195,180994,0,0
10c6f335-c341-4574-960d-a24caa3d6a6a,c9af43fe-6a72-4b99-b736-9fda436c004f,431222,Short Term,748,854430,5 years,Rent,Buy House,833.15,14.5,16,11,0,6175,649132,0,0
6e3309c5-d5ca-450b-9763-97140ac20bba,18dede26-60eb-4c24-bdcc-e2710e0b778c,244926,Short Term,695,826880,4 years,Rent,Debt Consolidation,14194.9,15.5,NA,14,0,168017,316338,0,0
ca36ae06-3002-403c-9529-abe54dcf2645,145159fa-cfd1-4b9c-9848-f80631497bb6,173646,Short Term,0,0,6 years,Home Mortgage,Debt Consolidation,13949.61,21.4,19,11,0,112176,195294,0,0
7c473b74-2dff-4598-8ecb-7b4e808d8eee,bf033a80-c2ad-4832-be30-6757efadedb2,79046,Short Term,7350,258077,n/a,Rent,Debt Consolidation,2709.78,18.1,NA,4,1,126768,194150,1,0
26830d56-a519-4e59-baf0-e3cc04b92de0,e44cbb9a-013f-4c21-86bc-afdb5d160e66,151822,Short Term,740,2903181,10+ years,Home Mortgage,Debt Consolidation,2951.46,18.9,2,11,0,100700,552574,0,0
d07c7217-d852-49ea-b183-d027000671ae,cb45b4ca-71b0-4ed1-a770-17a49d25dc04,313390,Short Term,734,1372617,3 years,Home Mortgage,other,28024.05,16.9,NA,17,0,281352,606650,0,0
5ba1cf4b-c5f6-4d1c-96dd-1da180e4bc80,5fcca541-f4c3-482b-928f-985a20f7ef86,521312,Short Term,733,2043811,1 year,Home Mortgage,Debt Consolidation,39002.63,17,47,10,0,1024176,1741388,0,0
274253e1-41e4-44d8-80b8-3d43cb17c94d,8ad88c36-d5d5-46fc-853d-c10b082d73a7,764852,Short Term,722,3793407,6 years,Home Mortgage,Debt Consolidation,97996.49,25.8,9,14,0,4778671,6080426,0,0
a832aedd-f2f8-4b33-9746-203062b21afd,7b07c70d-d6ff-4284-a312-98fb80fede99,386254,Long Term,740,1853260,10+ years,Rent,Debt Consolidation,27798.9,13,NA,13,0,347016,1999074,0,0
857b0e88-d853-4fea-be7f-43245d067768,d67f4963-971f-4084-9146-20ef248d3d9a,462550,Short Term,747,1585664,9 years,Home Mortgage,Debt Consolidation,28277.7,21.7,NA,11,0,345458,835054,0,0
d95b040c-d510-4c8a-877e-f1001f007073,002e2210-ed31-4767-b268-bb81de86e450,754842,Short Term,705,5587710,7 years,Home Mortgage,other,53083.34,12.4,NA,5,0,444752,595342,0,0
f81d0ac1-dd64-4303-96bc-c88957d2bd08,3cb441a8-5f9f-4aa2-b171-d1a5c030e6c1,439252,Long Term,732,2655478,1 year,Home Mortgage,Debt Consolidation,17658.98,15.8,NA,9,0,190361,287760,0,0
082f20a1-bbfc-47e8-bdb5-62c1d8341f24,91a36d16-8f9e-4f15-9106-3fcd9c2046f3,99999999,Short Term,732,989748,3 years,Rent,Debt Consolidation,12536.77,15.2,NA,11,0,192356,524040,0,0
9661d219-e97a-4dc0-8939-bcc6187cc090,86d06a74-5612-4eb6-b4c2-75a968c86b50,669174,Long Term,733,2735506,8 years,Home Mortgage,Debt Consolidation,38296.97,19.9,NA,16,0,712994,3735666,0,0
ec5fb817-edad-4f6f-8dac-9a911e52df15,e46c79c1-d9f0-4bcf-9c3f-0e46e364e6a7,471416,Short Term,747,1318353,10+ years,Rent,Debt Consolidation,9612.86,29.5,33,5,0,53276,224334,0,0
d69cce5c-5873-4047-ba2a-2a69d78234cd,744c3259-2ea8-4349-aec9-fd5f3ba78b87,264858,Short Term,745,522842,10+ years,Own Home,Home Improvements,6840.57,26,NA,4,0,69312,469370,0,0
64db89ec-5eae-4278-8afd-2905d7708897,abb7069e-1d23-4ae9-b4d2-e5fe80293bb8,111276,Long Term,700,676039,< 1 year,Home Mortgage,Debt Consolidation,11475.81,17.5,42,10,0,234821,668052,0,0
cee4e158-e8c7-4007-bea7-260c9b446ddc,fe4b9ba3-db9f-440e-8eb1-495c5d9f7845,330770,Long Term,6770,742710,10+ years,Home Mortgage,Debt Consolidation,15225.46,22.7,76,14,0,1132438,1647294,0,0
6d083b02-4b2f-4c66-8594-c631419487eb,7483b4e7-5631-4f15-a051-6b5c37c3b3f0,382932,Short Term,710,844398,3 years,Rent,Debt Consolidation,18999.05,16.7,NA,16,0,225207,293348,0,0
69147506-decf-47f8-a460-62aa2977fd45,fa4a26e8-b7be-4c7f-aa49-320eb0e5bc6a,78452,Short Term,0,0,4 years,Rent,Debt Consolidation,9120,8.8,NA,10,0,125571,210716,0,0
20e82857-7a50-45e3-9bea-e6a76314df58,37dc54db-e66e-4dd7-b495-0d4aabf2edc1,99999999,Short Term,723,1310582,5 years,Home Mortgage,Debt Consolidation,17911.3,13,NA,12,1,99408,311960,1,0
9a40a8b8-0957-4f0d-a89a-b67dc4980a24,6bc68cf5-a572-464b-a8d2-db2cce0ebc69,322652,Long Term,741,947397,6 years,Home Mortgage,Debt Consolidation,23369.05,10,NA,9,0,191406,464640,0,0
3893bc32-fc77-4077-8bee-ff904595af0f,fc0e7fbe-d947-4477-907e-930b37839ed1,56144,Long Term,640,1842544,10+ years,Rent,other,19039.71,16.3,40,11,0,78413,376750,0,0
c4d73bf6-1bae-4f63-bc21-5977c64cee72,2c77424b-6012-470d-8d61-0c2ccc5121c4,206646,Short Term,727,1357037,10+ years,Rent,Debt Consolidation,14248.86,15,NA,8,0,233833,454300,0,0
88794723-5c7b-4466-abe1-ed8ef171c616,67213fec-ff54-4f2c-9646-2b5d24fe7e57,37796,Short Term,0,0,4 years,Rent,other,17871.21,12.9,NA,8,0,56943,66660,0,0
06a2379d-0c20-46df-8998-0f400a7b6381,6e555ebe-8b3b-48d5-ad79-9576036bf820,326612,Short Term,746,1504344,5 years,Rent,Debt Consolidation,11646.05,20.9,65,10,0,282093,633050,0,0
9f646c15-bc8f-4614-b115-673bb7d71c2e,e7bbf06e-cbf8-4a4f-9a7a-7608212d6935,352132,Short Term,0,0,4 years,Rent,Debt Consolidation,3285.1,13.2,NA,7,0,253422,669944,0,0
d2de8e6d-e14f-4bb9-97b7-3028c49ee02d,74ed8d4d-3a0a-4053-b7ee-165533b9d535,282458,Short Term,731,806873,10+ years,Rent,Debt Consolidation,16137.46,15.8,NA,7,0,238716,284680,0,0
356e1300-654a-4f17-83ed-994860a75ffb,f5ede7a5-1e23-4a1f-87ff-0a5cd02eae4b,84612,Short Term,635,673056,4 years,Home Mortgage,Home Improvements,3808.36,5.9,NA,4,0,92777,111342,0,0
bc0a2052-e31b-44b9-8d0e-f09792c5d50a,2fd91d48-128c-4db0-8b18-106fe3068021,99999999,Short Term,740,353894,2 years,Rent,Debt Consolidation,3302.96,11.3,NA,7,0,110504,196262,0,0
94ff822a-a8cb-4fdc-8f04-538be379a466,bbd93ac1-f4bb-44a7-8379-70c6c662867f,155496,Short Term,701,1081727,9 years,Rent,Debt Consolidation,1847.94,22.3,26,6,0,72257,92862,0,0
2e3a1c12-bb06-4818-b439-19fd12aa90d6,4a4fbca8-3022-49e1-8f10-860015fd6563,163834,Short Term,695,1414892,5 years,Rent,Debt Consolidation,8359.62,23,NA,7,1,488756,581042,1,0
14199b9f-4ef2-44a8-9a71-267ced86c22c,d0c90805-65f4-4580-88df-5c93fde80fa0,480832,Long Term,0,0,10+ years,Home Mortgage,Debt Consolidation,24368.26,13.1,NA,21,0,617728,1108932,0,0
3cf6cd5c-61a6-444d-ae5d-bd3f9fa41bbe,2074f7ea-e1fe-459b-b1f5-9d439f93d5d6,55066,Short Term,707,456551,4 years,Own Home,Debt Consolidation,2206.66,21.5,6,9,0,54891,336336,0,0
6ab51b4f-37e5-4b9b-948b-71bd141721c7,d0eddf9e-9eb8-4bec-b5d1-993e3139fc48,654302,Short Term,682,1258959,5 years,Own Home,Debt Consolidation,14687.76,11.4,NA,14,0,207993,269104,0,0
4119da2f-520e-4f0c-a00a-c006ef1663b2,abd26044-8843-4995-8a2d-8cfb90393599,99999999,Short Term,735,4174642,2 years,Own Home,Debt Consolidation,30301.01,22.4,29,7,0,415397,588016,0,0
cf1f01e6-8ba3-4238-9c78-48102a44c25a,abb56731-acd6-45e6-9f51-dad4fbfddcec,448272,Short Term,729,2322864,6 years,Home Mortgage,Buy House,9194.67,14.6,NA,7,0,894463,10461484,0,0
e8a4e297-bac6-43fc-bc1e-bc3a1c04575a,842a163b-5dc2-4b85-8c3e-bbcbde9e2eea,109164,Short Term,707,1508448,< 1 year,Rent,Debt Consolidation,4789.33,14.1,79,12,0,109801,266530,0,0
cda9967f-a3fb-47f1-9391-30ef4b9201e7,973b7447-3f90-47fb-9f40-031b26daac49,164714,Short Term,731,455183,n/a,Rent,Debt Consolidation,10469.19,12.6,NA,7,3,64239,270468,3,0
9dccd335-e2fe-44ea-990a-2cc96172bd32,8fe40320-4c1e-4a52-af63-7bfce6abf252,53636,Short Term,749,1204372,2 years,Home Mortgage,Home Improvements,15175.11,30,22,8,0,38722,347600,0,0
74df0e3c-77e4-4b29-817e-d3c2cd6c18dd,1dc66607-7247-4feb-ac5b-6070a5e256a4,99999999,Short Term,739,950570,5 years,Rent,Debt Consolidation,26061.35,14.9,NA,16,0,358093,548460,0,0
7a0c3c35-9e5d-4858-ba2c-695c4a465985,a24080af-3e5e-44f5-8aca-37115e02f492,536426,Short Term,690,1771237,5 years,Rent,Debt Consolidation,24059.32,24.2,9,16,0,480643,722788,0,0
bf5d4dae-68d2-42a3-96b4-488ea6e8a1b8,30b7e2a1-2530-4cb0-9a89-567db3d610b9,103752,Short Term,738,952052,< 1 year,Home Mortgage,Debt Consolidation,4403.25,22.3,NA,8,0,128079,207416,0,0
80166152-d7b9-4e0b-aff8-0691725af738,cc04d486-0877-48a1-85ac-72f0cf82847d,324852,Short Term,744,2618504,3 years,Own Home,Debt Consolidation,17151.11,17.5,13,15,0,262162,544016,0,0
10dea49b-f687-4a9d-9cc6-97827190be5c,6e6c64c9-dd06-40a3-b630-06797ce459b1,99999999,Short Term,741,649040,2 years,Home Mortgage,Debt Consolidation,13251.17,16.1,77,10,0,276355,592592,0,0
3b268435-bc96-4841-ab9b-ec99de5e651d,37fab579-2e51-486d-a9b0-1131f3fce7c6,108636,Short Term,716,962350,9 years,Rent,Debt Consolidation,8580.97,17,37,6,0,103056,135894,0,0
05fca2ab-a0ad-4a79-9866-14121ad736d7,8a0ef889-37a9-4fd1-8648-05da23dbaaa9,77814,Short Term,7110,895945,8 years,Home Mortgage,Debt Consolidation,15604.51,15.4,5,21,0,181602,550462,0,0
d7ed1789-3c58-4074-bdd3-493c5ddc85fb,df7bea99-4e87-4c5e-8f76-9c2c4d147e01,332970,Long Term,723,996892,< 1 year,Rent,Debt Consolidation,19190.19,12.8,NA,14,0,209836,310684,0,0
fbdc9b4d-68dc-4163-8298-3df52f010cb9,2096aab6-aa9f-4287-b19d-336e2ab34fb4,649044,Long Term,654,1457395,10+ years,Home Mortgage,Debt Consolidation,19820.61,16.1,36,10,0,280744,452100,0,0
ca5355ef-71ad-498a-9b13-a2a2d0f8d9d1,2426c54f-c8a0-445c-a778-161af618e8ad,140118,Short Term,742,425942,8 years,Own Home,Debt Consolidation,6460.19,19.7,NA,5,0,309852,553674,0,0
e487398f-2853-497c-8a4c-13bf652b2df3,99571e00-09e7-47d4-84c4-2e8676df8c3d,751762,Long Term,722,1669473,3 years,Home Mortgage,Debt Consolidation,9154.2,13.2,NA,16,0,280934,1052722,0,0
491b9f20-3cca-4a56-9b5d-27be1298622d,47be03bd-4110-4101-a16e-0f1d6af0ea74,108482,Short Term,727,1124116,10+ years,Home Mortgage,Home Improvements,17330.09,12.5,17,11,0,9937,126346,0,0
8e58d5e4-c7e6-44ae-a059-577e3e721e85,831d0817-c7e5-486c-ac17-9ab6c1357b10,225148,Short Term,0,0,10+ years,Rent,Debt Consolidation,8422.13,16,44,6,0,143488,495924,0,0
b82d568c-e890-4b4f-925f-cba8a2dec138,2c851855-9700-4ff8-aadb-69db3f74edfd,267124,Long Term,675,768968,10+ years,Home Mortgage,Debt Consolidation,18391.24,19,15,11,0,152836,371778,0,0
a9ea11b2-4c34-4863-ae19-c0a04ac52d7d,c2089204-0126-4684-a558-c4e7d578e0d9,78914,Short Term,0,0,2 years,Home Mortgage,Buy a Car,25258.03,18.7,31,16,1,226423,518144,1,0
c95206f6-10cd-4b10-a7dc-9a0e73e6683e,8d6c4f29-346e-4691-8e06-72f3d9c12171,89364,Short Term,703,546991,8 years,HaveMortgage,Take a Trip,12170.83,17.7,47,4,0,36138,67078,0,0
e78dafbc-ccb8-47ed-a8bc-d89eec3166bd,731ea698-ed95-4032-8c47-17eb1f105c86,605902,Short Term,727,3737680,4 years,Rent,Debt Consolidation,59802.88,21,18,7,0,226138,402204,0,0
644d6ddf-e701-4f20-91c6-53a1c35a5cf3,701bd4a1-89e5-467f-9717-5c998f446dc0,382932,Short Term,712,933793,10+ years,Rent,Debt Consolidation,19064.98,12,74,23,0,339245,1359182,0,0
e4274de0-fa70-4ac8-b8d1-bdf25ac62ae4,1b3099f5-33a1-4afb-8b54-f88b4714f518,753522,Long Term,6600,1636223,10+ years,Home Mortgage,Debt Consolidation,28906.6,22.6,NA,14,0,608171,833382,0,0
66b752fd-a991-4586-8904-7b99c22ce6ae,2683804f-aeae-49dc-a197-9909bea20562,500258,Long Term,741,987506,10+ years,Home Mortgage,Debt Consolidation,10204.14,23.8,NA,10,0,532798,1346994,0,0
4b103c5d-7bcb-4915-a73a-387931efd9d2,7fe1c9a2-b7e8-4596-ae36-e60fd3937f18,323092,Long Term,0,0,10+ years,Home Mortgage,Debt Consolidation,16605.24,17.3,NA,16,0,430635,537878,0,0
ac324863-c9f0-4667-958a-8ed662053d01,9b02e8f8-b0c1-4e95-9b33-1c7b79a2c90e,99999999,Short Term,732,2245572,10+ years,Home Mortgage,Debt Consolidation,30315.26,39.8,66,19,1,377074,1001396,0,1
21583311-e7a3-4148-be68-9489794fb88c,3682fcb7-e329-46bc-af56-688531c9f350,94688,Short Term,723,406429,n/a,Own Home,other,8975.41,12,NA,5,0,152247,331364,0,0
8e746e5f-c422-4f76-8db4-aa55066b4c95,50df8b7a-17b3-445c-b56d-7de693c164fe,266266,Short Term,735,1341438,7 years,Home Mortgage,Debt Consolidation,8775.34,16.9,37,8,1,178752,277464,0,0
